Precinct	total_votes	votes|Susana A. Mendoza	votes|Darlene Senger	votes|Claire Ball
Evanston Ward 4 Precinct 2	651	567	59	25
Evanston Ward 4 Precinct 3	523	453	58	12
Evanston Ward 4 Precinct 4	1014	917	87	10
Evanston Ward 4 Precinct 5	384	341	35	8
Evanston Ward 4 Precinct 6	901	779	96	26
Evanston Ward 5 Precinct 1	575	543	15	17
Evanston Ward 5 Precinct 2	927	822	83	22
Evanston Ward 5 Precinct 3	638	609	16	13
Evanston Ward 5 Precinct 4	344	327	7	10
Evanston Ward 6 Precinct 1	1097	908	167	22
Evanston Ward 6 Precinct 2	556	481	67	8
Evanston Ward 6 Precinct 3	599	512	70	17
Evanston Ward 6 Precinct 4	747	650	85	12
Evanston Ward 6 Precinct 5	933	779	134	20
Evanston Ward 6 Precinct 6	548	415	126	7
Evanston Ward 6 Precinct 7	903	778	107	18
Evanston Ward 7 Precinct 1	1072	934	108	30
Evanston Ward 7 Precinct 2	1161	1001	138	22
Evanston Ward 7 Precinct 3	426	369	42	15
Evanston Ward 7 Precinct 4	518	463	47	8
Evanston Ward 7 Precinct 5	949	800	130	19
Evanston Ward 7 Precinct 6	46	44	1	1
Evanston Ward 8 Precinct 1	770	706	48	16
Evanston Ward 8 Precinct 2	593	540	44	9
Evanston Ward 8 Precinct 3	504	456	30	18
Evanston Ward 8 Precinct 4	677	608	54	15
Evanston Ward 8 Precinct 5	824	740	74	10
Evanston Ward 9 Precinct 1	551	489	50	12
Evanston Ward 9 Precinct 2	616	568	29	19
Evanston Ward 9 Precinct 3	940	840	77	23
Evanston Ward 9 Precinct 4	797	732	54	11
Evanston Ward 9 Precinct 5	476	432	38	6
Evanston Ward 9 Precinct 6	624	549	59	16
Hanover 1	754	466	265	23
Hanover 2	576	336	219	21
Hanover 3	253	187	54	12
Hanover 4	546	336	194	16
Hanover 5	533	334	179	20
Hanover 6	433	283	137	13
Hanover 7	574	362	190	22
Hanover 8	487	278	191	18
Hanover 9	577	323	235	19
Hanover 10	313	217	87	9
Hanover 11	503	361	124	18
Hanover 12	328	230	83	15
Hanover 13	385	251	122	12
Hanover 14	693	443	232	18
Hanover 15	398	272	111	15
Hanover 16	736	421	282	33
Hanover 17	409	264	129	16
Hanover 18	485	335	130	20
Hanover 19	505	245	254	6
Hanover 20	807	501	279	27
Hanover 21	348	172	163	13
Hanover 22	498	316	165	17
Hanover 23	572	346	203	23
Hanover 24	499	369	113	17
Hanover 25	534	307	203	24
Hanover 26	783	470	293	20
Hanover 27	1620	958	626	36
Hanover 28	716	439	257	20
Hanover 29	318	235	78	5
Hanover 30	562	340	189	33
Hanover 31	480	220	246	14
Hanover 32	416	294	115	7
Hanover 33	524	348	161	15
Hanover 34	640	443	177	20
Hanover 35	515	359	139	17
Hanover 36	405	278	116	11
Hanover 37	744	501	218	25
Hanover 38	622	354	250	18
Hanover 39	614	404	197	13
Hanover 40	650	402	220	28
Hanover 41	828	518	284	26
Hanover 42	601	324	253	24
Hanover 43	613	395	200	18
Hanover 44	709	390	294	25
Lemont 1	618	213	379	26
Lemont 2	483	228	242	13
Lemont 3	750	313	421	16
Lemont 4	655	284	362	9
Lemont 5	612	323	250	39
Lemont 6	657	300	342	15
Lemont 7	541	288	234	19
Lemont 8	735	376	330	29
Lemont 9	418	147	265	6
Lemont 10	456	257	177	22
Lemont 11	879	365	487	27
Lemont 12	808	324	460	24
Lemont 13	800	349	430	21
Lemont 14	643	238	389	16
Leyden 1	344	252	80	12
Leyden 2	251	161	85	5
Leyden 3	602	388	197	17
Leyden 4	432	302	120	10
Leyden 5	461	318	126	17
Leyden 6	621	441	158	22
Leyden 7	269	186	76	7
Leyden 8	568	406	144	18
Leyden 9	716	400	300	16
Leyden 10	648	441	190	17
Leyden 11	538	322	190	26
Leyden 12	632	185	440	7
Leyden 13	552	406	125	21
Leyden 14	435	271	145	19
Leyden 15	568	392	166	10
Leyden 16	532	368	150	14
Leyden 17	434	261	163	10
Leyden 18	296	197	94	5
Leyden 19	517	321	175	21
Leyden 20	260	155	92	13
Leyden 21	310	265	37	8
Leyden 22	420	209	194	17
Leyden 23	963	528	412	23
Leyden 24	478	355	104	19
Leyden 25	328	193	127	8
Leyden 26	814	508	288	18
Leyden 27	119	70	46	3
Leyden 28	250	183	56	11
Leyden 29	323	241	74	8
Leyden 30	593	340	233	20
Leyden 31	504	343	141	20
Leyden 32	578	385	172	21
Leyden 33	498	333	148	17
Leyden 34	383	270	102	11
Leyden 35	244	172	63	9
Leyden 36	466	329	121	16
Leyden 37	332	205	116	11
Leyden 38	202	107	88	7
Leyden 39	357	247	92	18
Leyden 40	462	308	140	14
Leyden 41	257	189	63	5
Leyden 42	485	255	216	14
Leyden 43	381	259	110	12
Leyden 44	422	258	147	17
Leyden 45	381	236	135	10
Leyden 46	433	296	117	20
Leyden 47	425	265	156	4
Leyden 48	508	351	137	20
Leyden 49	730	465	237	28
Leyden 50	684	478	182	24
Lyons 1	69	41	27	1
Lyons 2	478	321	128	29
Lyons 3	452	292	138	22
Lyons 4	847	570	242	35
Lyons 5	574	386	177	11
Lyons 6	381	254	107	20
Lyons 7	513	434	63	16
Lyons 8	308	214	88	6
Lyons 9	712	488	211	13
Lyons 10	492	337	140	15
Lyons 11	471	298	155	18
Lyons 12	419	185	226	8
Lyons 13	213	198	8	7
Lyons 14	738	434	286	18
Lyons 15	661	432	210	19
Lyons 16	1069	708	327	34
Lyons 17	379	189	188	2
Lyons 18	506	318	168	20
Lyons 19	474	331	132	11
Lyons 20	1002	564	411	27
Lyons 21	991	587	384	20
Lyons 22	331	249	69	13
Lyons 23	642	332	283	27
Lyons 24	506	281	219	6
Lyons 25	542	300	220	22
Lyons 26	405	200	188	17
Lyons 27	575	219	341	15
Lyons 28	733	369	338	26
Lyons 29	411	221	176	14
Lyons 30	91	54	35	2
Lyons 31	577	293	258	26
Lyons 32	263	149	102	12
Lyons 33	199	123	68	8
Lyons 34	257	157	85	15
Lyons 35	445	225	209	11
Lyons 36	580	250	322	8
Lyons 37	358	238	113	7
Lyons 38	239	156	73	10
Lyons 39	611	352	237	22
Lyons 40	494	299	184	11
Lyons 41	360	164	181	15
Lyons 42	574	293	263	18
Lyons 43	527	289	223	15
Lyons 44	944	478	446	20
Lyons 45	794	506	249	39
Lyons 46	448	226	209	13
Lyons 47	598	360	226	12
Lyons 48	491	331	145	15
Lyons 49	374	202	159	13
Lyons 50	643	435	196	12
Lyons 51	386	253	125	8
Lyons 52	637	383	235	19
Lyons 53	584	316	253	15
Lyons 54	314	191	115	8
Lyons 55	671	321	338	12
Lyons 56	647	502	126	19
Lyons 57	515	421	73	21
Lyons 58	376	229	136	11
Lyons 59	417	281	119	17
Lyons 60	712	633	57	22
Lyons 61	580	319	242	19
Lyons 62	281	121	159	1
Lyons 63	805	384	411	10
Lyons 64	462	328	120	14
Lyons 65	652	392	235	25
Lyons 66	337	248	81	8
Lyons 67	546	375	140	31
Lyons 68	374	262	100	12
Lyons 69	786	400	362	24
Lyons 70	391	368	16	7
Lyons 71	206	152	48	6
Lyons 72	780	449	311	20
Lyons 73	544	335	193	16
Lyons 74	263	159	91	13
Lyons 75	329	215	97	17
Lyons 76	382	233	139	10
Lyons 77	380	227	146	7
Lyons 78	385	193	176	16
Maine 1	377	236	133	8
Maine 2	420	292	118	10
Maine 3	245	155	77	13
Maine 4	575	351	201	23
Maine 5	596	413	165	18
Maine 6	799	503	260	36
Maine 7	396	235	143	18
Maine 8	620	346	254	20
Maine 9	854	594	231	29
Maine 10	442	273	151	18
Maine 11	380	232	135	13
Maine 12	399	257	131	11
Maine 13	545	336	190	19
Maine 14	699	450	214	35
Maine 15	316	205	101	10
Maine 16	394	252	129	13
Maine 17	543	329	195	19
Maine 18	481	301	156	24
Maine 19	361	215	130	16
Maine 20	322	200	113	9
Maine 21	758	431	308	19
Maine 22	743	425	296	22
Maine 23	459	281	157	21
Maine 24	787	472	301	14
Maine 25	642	394	233	15
Maine 26	514	334	164	16
Maine 27	406	263	133	10
Maine 28	245	188	49	8
Maine 29	863	455	382	26
Maine 30	1379	766	574	39
Maine 31	535	342	184	9
Maine 32	342	193	139	10
Maine 33	326	260	58	8
Maine 34	650	438	194	18
Maine 35	488	349	123	16
Maine 36	560	287	251	22
Maine 37	636	295	330	11
Maine 38	402	234	149	19
Maine 39	495	277	201	17
Maine 40	483	306	170	7
Maine 41	427	261	161	5
Maine 42	839	482	342	15
Maine 43	483	234	236	13
Maine 44	385	222	146	17
Maine 45	217	166	44	7
Maine 46	555	301	242	12
Maine 47	548	365	164	19
Maine 48	676	420	237	19
Maine 49	506	325	157	24
Maine 50	554	311	230	13
Maine 51	476	303	164	9
Maine 52	514	340	168	6
Maine 53	450	291	139	20
Maine 54	607	353	240	14
Maine 55	453	234	211	8
Maine 56	638	375	241	22
Maine 57	318	228	85	5
Maine 58	561	285	254	22
Maine 59	530	301	218	11
Maine 60	965	482	459	24
Maine 61	329	199	121	9
Maine 62	270	176	90	4
Maine 63	382	248	120	14
Maine 64	426	213	201	12
Maine 65	402	192	192	18
Maine 66	272	114	150	8
Maine 67	822	398	408	16
Maine 68	394	242	134	18
Maine 69	497	287	198	12
Maine 70	533	379	136	18
Maine 71	278	177	97	4
Maine 72	439	229	191	19
Maine 73	182	100	80	2
Maine 74	457	286	164	7
Maine 75	451	255	175	21
Maine 76	314	180	126	8
Maine 77	845	536	292	17
Maine 78	442	319	117	6
Maine 79	435	323	105	7
Maine 80	523	302	197	24
Maine 81	308	182	114	12
Maine 82	501	313	173	15
Maine 83	408	199	199	10
Maine 84	287	156	122	9
Maine 85	314	175	133	6
Maine 86	433	324	99	10
Maine 87	374	218	138	18
Maine 88	379	158	211	10
Maine 89	367	230	129	8
Maine 90	307	164	134	9
Maine 91	782	497	261	24
Maine 92	358	235	107	16
New Trier 1	1000	702	286	12
New Trier 2	1047	769	255	23
New Trier 3	692	512	160	20
New Trier 4	858	623	227	8
New Trier 5	556	408	140	8
New Trier 6	483	338	137	8
New Trier 7	690	442	240	8
New Trier 8	575	318	247	10
New Trier 9	755	397	344	14
New Trier 10	684	385	281	18
New Trier 11	836	418	398	20
New Trier 12	778	410	349	19
New Trier 13	899	566	317	16
New Trier 14	807	434	355	18
New Trier 15	928	568	336	24
New Trier 16	943	487	429	27
New Trier 17	659	486	167	6
New Trier 18	536	324	203	9
New Trier 19	495	201	288	6
New Trier 20	923	569	337	17
New Trier 21	770	558	195	17
New Trier 22	659	314	322	23
New Trier 23	714	319	382	13
New Trier 24	804	602	176	26
New Trier 25	604	351	243	10
New Trier 26	518	387	126	5
New Trier 27	691	512	167	12
New Trier 28	562	356	193	13
New Trier 29	624	396	209	19
New Trier 30	827	503	301	23
New Trier 31	739	522	201	16
New Trier 32	637	443	188	6
New Trier 33	817	617	183	17
New Trier 34	548	370	162	16
New Trier 35	438	291	143	4
New Trier 36	904	625	267	12
New Trier 37	686	497	175	14
New Trier 38	716	521	185	10
New Trier 39	492	316	157	19
New Trier 40	429	246	175	8
New Trier 41	566	288	264	14
Niles 1	628	346	263	19
Niles 2	649	411	212	26
Niles 3	986	577	388	21
Niles 4	479	286	182	11
Niles 5	363	222	132	9
Niles 6	560	317	231	12
Niles 7	869	633	215	21
Niles 8	302	230	65	7
Niles 9	424	252	166	6
Niles 10	619	432	168	19
Niles 11	331	213	107	11
Niles 12	396	311	74	11
Niles 13	671	419	236	16
Niles 14	749	596	139	14
Niles 15	623	480	123	20
Niles 16	772	567	184	21
Niles 17	717	550	154	13
Niles 18	377	300	74	3
Niles 19	645	450	186	9
Niles 20	535	370	142	23
Niles 21	865	691	156	18
Niles 22	531	399	120	12
Niles 23	608	464	131	13
Niles 24	660	502	147	11
Niles 25	350	249	90	11
Niles 26	647	427	205	15
Niles 27	478	385	81	12
Niles 28	700	515	170	15
Niles 29	413	306	105	2
Niles 30	469	333	129	7
Niles 31	644	473	154	17
Niles 32	296	224	63	9
Niles 33	713	582	115	16
Niles 34	547	402	134	11
Niles 35	676	479	182	15
Niles 36	375	312	57	6
Niles 37	593	452	125	16
Niles 38	952	636	287	29
Niles 39	686	483	185	18
Niles 40	304	180	114	10
Niles 41	667	508	147	12
Niles 42	542	415	108	19
Niles 43	749	490	248	11
Niles 44	676	537	131	8
Niles 45	460	357	95	8
Niles 46	694	494	189	11
Niles 47	359	289	62	8
Niles 48	504	388	104	12
Niles 49	827	690	125	12
Niles 50	699	439	235	25
Niles 51	342	221	115	6
Niles 52	472	313	144	15
Niles 53	852	604	218	30
Niles 54	384	257	108	19
Niles 55	395	325	62	8
Niles 56	780	482	283	15
Niles 57	688	465	201	22
Niles 58	633	449	162	22
Niles 59	904	601	276	27
Niles 60	769	563	185	21
Niles 61	746	543	180	23
Niles 62	358	274	77	7
Niles 63	718	559	142	17
Niles 64	772	555	195	22
Northfield 1	682	443	224	15
Northfield 2	631	387	225	19
Northfield 3	480	319	147	14
Northfield 4	601	342	241	18
Northfield 5	442	250	176	16
Northfield 6	684	327	345	12
Northfield 7	914	540	361	13
Northfield 8	726	352	355	19
Northfield 9	500	271	215	14
Northfield 10	550	339	183	28
Northfield 11	391	245	139	7
Northfield 12	1071	554	490	27
Northfield 13	554	312	224	18
Northfield 14	545	339	196	10
Northfield 15	506	348	148	10
Northfield 16	765	494	260	11
Northfield 17	558	382	165	11
Northfield 18	883	600	267	16
Northfield 19	710	415	272	23
Northfield 20	669	431	233	5
Northfield 21	943	563	356	24
Northfield 22	705	471	228	6
Northfield 23	542	256	274	12
Northfield 24	618	350	249	19
Northfield 25	607	367	232	8
Northfield 26	575	402	163	10
Northfield 27	607	407	182	18
Northfield 28	1027	675	317	35
Northfield 29	552	342	196	14
Northfield 30	728	431	275	22
Northfield 31	812	434	365	13
Northfield 32	908	579	310	19
Northfield 33	363	203	155	5
Northfield 34	528	263	261	4
Northfield 35	674	364	292	18
Northfield 36	464	282	171	11
Northfield 37	750	404	320	26
Northfield 38	529	329	181	19
Northfield 39	356	199	138	19
Northfield 40	403	245	147	11
Northfield 41	588	402	176	10
Northfield 42	592	336	249	7
Northfield 43	685	485	189	11
Northfield 44	487	315	164	8
Northfield 45	830	501	311	18
Northfield 46	880	573	283	24
Northfield 47	827	572	245	10
Northfield 48	629	352	266	11
Northfield 49	499	353	140	6
Northfield 50	801	477	312	12
Northfield 51	1610	924	649	37
Northfield 52	626	400	214	12
Northfield 53	672	463	202	7
Northfield 54	520	401	109	10
Northfield 55	617	486	116	15
Northfield 56	866	503	349	14
Northfield 57	438	266	164	8
Northfield 58	363	202	155	6
Northfield 59	569	393	171	5
Northfield 60	820	596	217	7
Northfield 61	501	278	210	13
Northfield 62	743	424	303	16
Norwood Park 1	497	312	169	16
Norwood Park 2	545	326	194	25
Norwood Park 3	657	374	265	18
Norwood Park 4	652	361	272	19
Norwood Park 5	475	255	206	14
Norwood Park 6	696	361	318	17
Norwood Park 7	426	230	180	16
Norwood Park 8	329	173	150	6
Norwood Park 9	332	184	136	12
Norwood Park 10	387	181	195	11
Norwood Park 11	828	473	324	31
Norwood Park 12	452	281	150	21
Norwood Park 13	397	207	180	10
Norwood Park 14	472	283	178	11
Norwood Park 15	403	237	156	10
Norwood Park 16	357	191	156	10
Norwood Park 17	480	290	177	13
Oak Park 1	534	486	32	16
Oak Park 2	958	781	152	25
Oak Park 3	971	830	122	19
Oak Park 4	833	663	146	24
Oak Park 5	854	705	124	25
Oak Park 6	924	805	97	22
Oak Park 7	594	509	76	9
Oak Park 8	730	670	45	15
Oak Park 9	466	411	43	12
Oak Park 10	718	636	68	14
Oak Park 11	675	583	67	25
Oak Park 12	421	352	53	16
Oak Park 13	720	655	44	21
Oak Park 14	825	691	122	12
Oak Park 15	926	831	71	24
Oak Park 16	1068	897	144	27
Oak Park 17	1095	932	126	37
Oak Park 18	704	555	130	19
Oak Park 19	792	670	101	21
Oak Park 20	1053	898	127	28
Oak Park 21	541	496	33	12
Oak Park 22	547	472	56	19
Oak Park 23	758	642	100	16
Oak Park 24	542	453	80	9
Oak Park 25	707	602	76	29
Oak Park 26	655	577	61	17
Oak Park 27	218	183	27	8
Oak Park 28	957	834	100	23
Oak Park 29	713	603	95	15
Oak Park 30	867	775	63	29
Oak Park 31	1161	1014	113	34
Oak Park 32	494	449	33	12
Oak Park 33	660	585	54	21
Oak Park 34	623	539	69	15
Oak Park 35	918	753	134	31
Oak Park 36	912	783	106	23
Oak Park 37	491	428	50	13
Orland 1	826	491	320	15
Orland 2	653	330	314	9
Orland 3	298	192	97	9
Orland 4	396	197	185	14
Orland 5	410	217	185	8
Orland 6	360	211	131	18
Orland 7	302	183	109	10
Orland 8	424	248	161	15
Orland 9	622	356	241	25
Orland 10	578	311	253	14
Orland 11	380	213	148	19
Orland 12	256	141	107	8
Orland 13	784	480	278	26
Orland 14	551	312	228	11
Orland 15	762	380	368	14
Orland 16	552	244	294	14
Orland 17	393	252	121	20
Orland 18	717	382	319	16
Orland 19	387	197	176	14
Orland 20	306	141	156	9
Orland 21	707	333	360	14
Orland 22	520	293	217	10
Orland 23	447	256	184	7
Orland 24	504	259	236	9
Orland 25	891	470	403	18
Orland 26	436	256	161	19
Orland 27	386	221	155	10
Orland 28	398	174	216	8
Orland 29	843	413	422	8
Orland 30	367	193	169	5
Orland 31	398	220	168	10
Orland 32	340	177	156	7
Orland 33	453	241	201	11
Orland 34	618	312	291	15
Orland 35	580	295	276	9
Orland 36	643	381	239	23
Orland 37	617	332	276	9
Orland 38	309	184	115	10
Orland 39	466	232	222	12
Orland 40	605	310	285	10
Orland 41	497	260	225	12
Orland 42	633	346	276	11
Orland 43	494	300	180	14
Orland 44	472	242	222	8
Orland 45	535	280	243	12
Orland 46	408	221	180	7
Orland 47	798	402	380	16
Orland 48	535	307	220	8
Orland 49	404	210	182	12
Orland 50	437	257	162	18
Orland 51	663	326	323	14
Orland 52	581	283	281	17
Orland 53	470	243	211	16
Orland 54	791	379	400	12
Orland 55	424	222	188	14
Orland 56	498	184	308	6
Orland 57	569	273	283	13
Orland 58	586	320	256	10
Orland 59	573	290	265	18
Orland 60	410	216	187	7
Orland 61	464	236	215	13
Orland 62	587	307	260	20
Orland 63	607	299	287	21
Orland 64	746	327	406	13
Orland 65	530	234	286	10
Orland 66	516	270	240	6
Orland 67	356	219	129	8
Orland 68	460	218	234	8
Orland 69	286	200	70	16
Orland 70	719	408	289	22
Orland 71	554	252	288	14
Orland 72	444	260	171	13
Orland 73	729	430	274	25
Orland 74	359	210	140	9
Orland 75	698	300	391	7
Palatine 1	462	265	181	16
Palatine 2	834	475	337	22
Palatine 3	521	203	304	14
Palatine 4	336	238	90	8
Palatine 5	757	455	276	26
Palatine 6	694	438	232	24
Palatine 7	663	392	242	29
Palatine 8	688	407	252	29
Palatine 9	584	264	307	13
Palatine 10	797	344	437	16
Palatine 11	527	309	196	22
Palatine 12	581	257	314	10
Palatine 13	529	315	199	15
Palatine 14	576	356	201	19
Palatine 15	699	411	252	36
Palatine 16	378	277	87	14
Palatine 17	604	360	227	17
Palatine 18	435	264	151	20
Palatine 19	649	347	285	17
Palatine 20	492	353	119	20
Palatine 21	733	428	284	21
Palatine 22	581	330	237	14
Palatine 23	472	177	286	9
Palatine 24	744	414	304	26
Palatine 25	516	282	213	21
Palatine 26	788	462	310	16
Palatine 27	423	265	142	16
Palatine 28	442	267	168	7
Palatine 29	782	455	302	25
Palatine 30	477	281	173	23
Palatine 31	466	258	200	8
Palatine 32	613	308	288	17
Palatine 33	365	247	99	19
Palatine 34	797	414	365	18
Palatine 35	560	337	211	12
Palatine 36	528	308	212	8
Palatine 37	695	416	257	22
Palatine 38	603	277	312	14
Palatine 39	834	461	350	23
Palatine 40	907	486	397	24
Palatine 41	799	463	320	16
Palatine 42	777	457	299	21
Palatine 43	569	307	255	7
Palatine 44	789	311	461	17
Palatine 45	512	266	232	14
Palatine 46	702	395	286	21
Palatine 47	642	369	255	18
Palatine 48	536	280	243	13
Palatine 49	458	194	252	12
Palatine 50	890	504	371	15
Palatine 51	352	199	135	18
Palatine 52	635	301	320	14
Palatine 53	469	272	180	17
Palatine 54	795	473	305	17
Palatine 55	438	243	181	14
Palatine 56	687	402	263	22
Palatine 57	820	498	295	27
Palatine 58	490	308	163	19
Palatine 59	799	483	292	24
Palatine 60	541	396	125	20
Palatine 61	350	236	103	11
Palatine 62	460	315	127	18
Palatine 63	608	339	245	24
Palatine 64	551	353	180	18
Palatine 65	525	301	213	11
Palatine 66	663	460	178	25
Palatine 67	550	194	347	9
Palatine 68	532	266	255	11
Palatine 69	598	344	232	22
Palos 1	367	148	212	7
Palos 2	454	205	238	11
Palos 3	464	235	218	11
Palos 4	407	241	156	10
Palos 5	336	193	132	11
Palos 6	277	174	97	6
Palos 7	570	369	188	13
Palos 8	224	113	105	6
Palos 9	444	194	238	12
Palos 10	708	280	411	17
Palos 11	572	270	294	8
Palos 12	487	289	177	21
Palos 13	566	251	304	11
Palos 14	356	203	144	9
Palos 15	546	259	276	11
Palos 16	747	339	393	15
Palos 17	626	386	216	24
Palos 18	612	372	226	14
Palos 19	633	378	239	16
Palos 20	595	353	230	12
Palos 21	364	218	134	12
Palos 22	92	49	38	5
Palos 23	344	206	124	14
Palos 24	357	157	195	5
Palos 25	465	413	40	12
Palos 26	330	176	150	4
Palos 27	546	329	196	21
Palos 28	392	329	45	18
Palos 29	610	260	331	19
Palos 30	634	364	253	17
Palos 31	580	300	260	20
Palos 32	262	149	109	4
Palos 33	676	339	329	8
Palos 34	377	202	159	16
Palos 35	664	363	279	22
Palos 36	611	343	242	26
Palos 37	662	301	347	14
Palos 38	510	282	216	12
Palos 39	681	316	343	22
Proviso 1	425	367	45	13
Proviso 2	399	356	36	7
Proviso 3	597	495	85	17
Proviso 4	518	503	6	9
Proviso 5	507	482	14	11
Proviso 6	421	261	145	15
Proviso 7	121	84	33	4
Proviso 8	351	295	49	7
Proviso 9	457	433	13	11
Proviso 10	371	330	31	10
Proviso 11	381	312	61	8
Proviso 12	560	427	122	11
Proviso 13	522	384	118	20
Proviso 14	329	259	65	5
Proviso 15	423	373	42	8
Proviso 16	469	372	85	12
Proviso 17	336	319	12	5
Proviso 18	635	605	18	12
Proviso 19	508	487	14	7
Proviso 20	445	426	11	8
Proviso 21	480	318	147	15
Proviso 22	409	387	12	10
Proviso 23	258	160	88	10
Proviso 24	867	538	304	25
Proviso 25	690	447	215	28
Proviso 26	732	484	225	23
Proviso 27	638	455	158	25
Proviso 28	638	396	213	29
Proviso 29	774	553	185	36
Proviso 30	578	489	76	13
Proviso 31	326	309	7	10
Proviso 32	691	475	190	26
Proviso 33	575	548	17	10
Proviso 34	848	780	48	20
Proviso 35	709	401	293	15
Proviso 36	503	476	16	11
Proviso 37	347	336	6	5
Proviso 38	467	433	27	7
Proviso 39	590	511	64	15
Proviso 40	506	475	13	18
Proviso 41	432	402	16	14
Proviso 42	332	318	7	7
Proviso 43	332	309	12	11
Proviso 44	364	339	15	10
Proviso 45	458	441	9	8
Proviso 46	172	94	75	3
Proviso 47	273	260	6	7
Proviso 48	618	561	43	14
Proviso 49	391	339	41	11
Proviso 50	783	620	133	30
Proviso 51	622	448	156	18
Proviso 52	356	332	11	13
Proviso 53	521	492	14	15
Proviso 54	895	602	273	20
Proviso 55	564	360	189	15
Proviso 56	399	367	19	13
Proviso 57	500	364	120	16
Proviso 58	320	295	17	8
Proviso 59	463	373	78	12
Proviso 60	368	302	56	10
Proviso 61	645	546	74	25
Proviso 62	700	580	100	20
Proviso 63	671	440	204	27
Proviso 64	515	490	14	11
Proviso 65	445	376	54	15
Proviso 66	737	594	119	24
Proviso 67	852	697	122	33
Proviso 68	405	288	99	18
Proviso 69	390	362	11	17
Proviso 70	498	314	174	10
Proviso 71	898	724	150	24
Proviso 72	509	417	74	18
Proviso 73	547	435	93	19
Proviso 74	621	499	103	19
Proviso 75	644	453	167	24
Proviso 76	676	543	109	24
Proviso 77	356	234	110	12
Proviso 78	150	109	36	5
Proviso 79	423	399	17	7
Proviso 80	320	276	34	10
Proviso 81	433	358	68	7
Proviso 82	700	664	19	17
Proviso 83	608	582	11	15
Proviso 84	426	241	181	4
Proviso 85	641	458	163	20
Proviso 86	484	460	16	8
Proviso 87	557	413	134	10
Proviso 88	229	202	23	4
Proviso 89	448	311	121	16
Proviso 90	904	658	214	32
Proviso 91	449	374	57	18
Proviso 92	740	523	198	19
Proviso 93	409	311	85	13
Proviso 94	432	415	10	7
Proviso 95	433	340	84	9
Proviso 96	363	237	116	10
Proviso 97	819	484	298	37
Proviso 98	555	393	151	11
Proviso 99	515	480	24	11
Proviso 100	690	475	203	12
Proviso 101	528	367	143	18
Proviso 102	690	467	198	25
Rich 1	1853	1766	58	29
Rich 2	586	543	36	7
Rich 3	838	712	113	13
Rich 4	468	434	21	13
Rich 5	725	647	65	13
Rich 6	820	761	51	8
Rich 7	547	426	110	11
Rich 8	915	832	62	21
Rich 9	748	705	32	11
Rich 10	449	391	38	20
Rich 11	564	478	72	14
Rich 12	665	582	67	16
Rich 13	327	285	37	5
Rich 14	472	388	73	11
Rich 15	918	868	29	21
Rich 16	434	349	70	15
Rich 17	484	399	72	13
Rich 18	615	577	30	8
Rich 19	396	255	136	5
Rich 20	900	535	345	20
Rich 21	698	618	64	16
Rich 22	550	458	75	17
Rich 23	797	747	34	16
Rich 24	643	571	60	12
Rich 25	847	774	53	20
Rich 26	660	564	73	23
Rich 27	633	575	44	14
Rich 28	466	443	14	9
Rich 29	635	480	142	13
Rich 30	806	766	29	11
Rich 31	517	377	122	18
Rich 32	746	668	69	9
Rich 33	505	365	126	14
Rich 34	562	521	33	8
Rich 35	447	392	46	9
Rich 36	1387	1282	79	26
Rich 37	458	446	4	8
Rich 38	546	506	31	9
Rich 39	642	554	70	18
Rich 40	523	489	25	9
Rich 41	386	345	29	12
Rich 42	549	524	12	13
Rich 43	648	606	28	14
Rich 44	441	423	13	5
Rich 45	765	677	75	13
Rich 46	834	793	24	17
Rich 47	865	815	33	17
Rich 48	621	594	16	11
Rich 49	538	454	63	21
Rich 50	283	152	116	15
Rich 51	531	500	20	11
River Forest 1	953	641	297	15
River Forest 2	621	392	216	13
River Forest 3	656	485	149	22
River Forest 4	764	549	190	25
River Forest 5	509	360	132	17
River Forest 6	483	328	145	10
River Forest 7	682	501	158	23
River Forest 8	870	663	184	23
Riverside 1	713	442	255	16
Riverside 2	61	42	16	3
Riverside 3	422	286	120	16
Riverside 4	839	539	271	29
Riverside 5	414	310	92	12
Riverside 6	511	328	161	22
Riverside 7	444	293	140	11
Riverside 8	766	513	231	22
Riverside 9	536	338	185	13
Riverside 10	748	437	289	22
Riverside 11	822	518	257	47
Riverside 12	416	274	124	18
Riverside 13	644	411	205	28
Schaumburg 1	909	631	255	23
Schaumburg 2	793	536	223	34
Schaumburg 3	551	328	207	16
Schaumburg 4	334	252	69	13
Schaumburg 5	363	209	149	5
Schaumburg 6	457	300	141	16
Schaumburg 7	366	273	80	13
Schaumburg 8	448	283	148	17
Schaumburg 9	486	348	118	20
Schaumburg 10	365	229	123	13
Schaumburg 11	513	283	222	8
Schaumburg 12	551	359	180	12
Schaumburg 13	408	249	144	15
Schaumburg 14	642	350	266	26
Schaumburg 15	561	326	210	25
Schaumburg 16	654	420	216	18
Schaumburg 17	592	319	255	18
Schaumburg 18	466	349	103	14
Schaumburg 19	413	257	148	8
Schaumburg 20	429	241	180	8
Schaumburg 21	744	437	281	26
Schaumburg 22	589	427	143	19
Schaumburg 23	583	373	189	21
Schaumburg 24	653	372	263	18
Schaumburg 25	542	344	180	18
Schaumburg 26	610	391	205	14
Schaumburg 27	480	307	155	18
Schaumburg 28	660	421	219	20
Schaumburg 29	653	396	234	23
Schaumburg 30	506	307	188	11
