Precinct	total_votes	votes|Jacob Meister	votes|Dorothy A. Brown	votes|Michelle A. Harris
Schaumburg 32	286	71	102	113
Schaumburg 33	164	37	68	59
Schaumburg 34	316	65	181	70
Schaumburg 35	154	45	67	42
Schaumburg 36	170	45	76	49
Schaumburg 37	137	31	59	47
Schaumburg 38	230	54	113	63
Schaumburg 39	284	88	107	89
Schaumburg 40	154	44	63	47
Schaumburg 41	174	49	72	53
Schaumburg 42	228	48	111	69
Schaumburg 43	235	44	130	61
Schaumburg 44	317	54	179	84
Schaumburg 45	213	52	109	52
Schaumburg 46	143	38	63	42
Schaumburg 47	154	43	61	50
Schaumburg 48	151	40	53	58
Schaumburg 49	173	37	91	45
Schaumburg 50	115	18	61	36
Schaumburg 51	209	37	121	51
Schaumburg 52	212	56	75	81
Schaumburg 53	196	52	82	62
Schaumburg 54	208	70	78	60
Schaumburg 55	157	37	61	59
Schaumburg 56	201	64	70	67
Schaumburg 57	210	62	82	66
Schaumburg 58	114	44	40	30
Schaumburg 59	166	48	66	52
Schaumburg 60	188	36	98	54
Schaumburg 61	268	65	125	78
Schaumburg 62	243	56	101	86
Schaumburg 63	155	36	55	64
Schaumburg 64	168	50	59	59
Schaumburg 65	161	50	65	46
Schaumburg 66	153	32	61	60
Schaumburg 67	166	39	72	55
Schaumburg 68	132	31	52	49
Schaumburg 69	150	55	47	48
Schaumburg 70	125	38	42	45
Schaumburg 71	200	67	81	52
Schaumburg 72	168	31	81	56
Schaumburg 73	224	53	94	77
Schaumburg 74	146	44	51	51
Schaumburg 75	156	45	46	65
Schaumburg 76	156	47	52	57
Schaumburg 77	264	61	119	84
Schaumburg 78	202	48	98	56
Stickney 1	114	38	41	35
Stickney 2	255	75	95	85
Stickney 3	473	131	166	176
Stickney 4	333	93	116	124
Stickney 5	373	107	136	130
Stickney 6	429	131	184	114
Stickney 7	197	47	82	68
Stickney 8	270	70	106	94
Stickney 9	269	61	104	104
Stickney 10	391	116	162	113
Stickney 11	345	118	116	111
Stickney 12	319	67	111	141
Stickney 13	287	74	122	91
Stickney 14	358	97	112	149
Stickney 15	349	76	120	153
Stickney 16	311	84	134	93
Stickney 17	211	55	89	67
Stickney 18	134	34	51	49
Stickney 19	229	57	100	72
Stickney 20	276	73	98	105
Thornton 1	225	10	152	63
Thornton 2	173	25	86	62
Thornton 3	338	28	221	89
Thornton 4	522	25	338	159
Thornton 5	300	30	189	81
Thornton 6	503	17	336	150
Thornton 7	410	16	226	168
Thornton 8	434	20	279	135
Thornton 9	239	17	145	77
Thornton 10	351	38	206	107
Thornton 11	211	11	126	74
Thornton 12	275	22	158	95
Thornton 13	251	39	132	80
Thornton 14	317	42	177	98
Thornton 15	386	14	254	118
Thornton 16	274	54	133	87
Thornton 17	333	45	193	95
Thornton 18	340	59	182	99
Thornton 19	361	30	226	105
Thornton 20	115	23	43	49
Thornton 21	514	15	302	197
Thornton 22	393	14	263	116
Thornton 23	316	34	189	93
Thornton 24	311	98	120	93
Thornton 25	259	75	98	86
Thornton 26	312	38	173	101
Thornton 27	575	29	341	205
Thornton 28	355	24	249	82
Thornton 29	251	6	177	68
Thornton 30	267	12	202	53
Thornton 31	118	13	78	27
Thornton 32	284	12	195	77
Thornton 33	403	14	284	105
Thornton 34	564	17	336	211
Thornton 35	512	44	289	179
Thornton 36	216	9	149	58
Thornton 37	318	22	193	103
Thornton 38	508	42	291	175
Thornton 39	294	3	209	82
Thornton 40	318	15	200	103
Thornton 41	248	13	143	92
Thornton 42	273	6	176	91
Thornton 43	186	36	93	57
Thornton 44	294	10	197	87
Thornton 45	346	8	180	158
Thornton 46	472	13	333	126
Thornton 47	191	29	111	51
Thornton 48	358	10	236	112
Thornton 49	212	6	158	48
Thornton 50	231	22	153	56
Thornton 51	176	34	76	66
Thornton 52	407	20	237	150
Thornton 53	259	13	168	78
Thornton 54	534	16	315	203
Thornton 55	293	15	184	94
Thornton 56	323	34	192	97
Thornton 57	145	27	65	53
Thornton 58	373	43	204	126
Thornton 59	297	35	196	66
Thornton 60	263	6	174	83
Thornton 61	232	15	148	69
Thornton 62	88	17	44	27
Thornton 63	191	17	118	56
Thornton 64	384	13	207	164
Thornton 65	308	48	163	97
Thornton 66	578	25	344	209
Thornton 67	331	93	132	106
Thornton 68	283	44	155	84
Thornton 69	320	8	242	70
Thornton 70	245	13	167	65
Thornton 71	255	12	176	67
Thornton 72	382	12	210	160
Thornton 73	537	28	327	182
Thornton 74	413	14	284	115
Thornton 75	411	11	253	147
Thornton 76	429	15	249	165
Thornton 77	604	21	395	188
Thornton 78	445	12	293	140
Thornton 79	443	44	233	166
Thornton 80	344	26	211	107
Thornton 81	353	23	206	124
Thornton 82	192	41	78	73
Thornton 83	558	17	355	186
Thornton 84	505	13	340	152
Thornton 85	361	12	241	108
Thornton 86	333	18	195	120
Thornton 87	559	22	354	183
Thornton 88	414	23	242	149
Thornton 89	550	27	307	216
Thornton 90	411	23	251	137
Thornton 91	359	21	217	121
Thornton 92	405	19	245	141
Thornton 93	299	12	190	97
Thornton 94	440	22	246	172
Thornton 95	321	22	232	67
Thornton 96	345	13	225	107
Thornton 97	143	22	86	35
Thornton 98	127	9	80	38
Thornton 99	325	38	183	104
Thornton 100	227	15	157	55
Thornton 101	404	17	276	111
Thornton 102	259	13	173	73
Thornton 103	259	6	189	64
Thornton 104	193	4	144	45
Thornton 105	393	15	258	120
Thornton 106	328	11	222	95
Thornton 107	551	18	334	199
Thornton 108	243	14	155	74
Thornton 109	321	10	211	100
Thornton 110	315	6	233	76
Thornton 111	330	11	229	90
Thornton 112	193	29	97	67
Thornton 113	217	8	150	59
Thornton 114	268	33	154	81
Thornton 115	390	18	228	144
Thornton 116	435	29	268	138
Thornton 117	336	33	174	129
Thornton 118	325	54	156	115
Thornton 119	422	21	276	125
Thornton 120	600	32	381	187
Thornton 121	369	9	239	121
Thornton 122	505	23	277	205
Thornton 123	267	8	162	97
Wheeling 1	230	76	75	79
Wheeling 2	126	43	44	39
Wheeling 3	134	56	42	36
Wheeling 4	156	54	60	42
Wheeling 5	167	56	52	59
Wheeling 6	134	40	52	42
Wheeling 7	268	104	79	85
Wheeling 8	110	37	42	31
Wheeling 9	188	36	80	72
Wheeling 10	185	68	66	51
Wheeling 11	233	84	81	68
Wheeling 12	255	69	89	97
Wheeling 13	126	33	44	49
Wheeling 14	111	38	29	44
Wheeling 15	174	70	60	44
Wheeling 16	96	26	37	33
Wheeling 17	236	75	87	74
Wheeling 18	177	67	51	59
Wheeling 19	221	90	67	64
Wheeling 20	197	73	63	61
Wheeling 21	100	32	35	33
Wheeling 22	176	61	64	51
Wheeling 23	121	38	39	44
Wheeling 24	106	42	34	30
Wheeling 25	272	82	106	84
Wheeling 26	222	82	83	57
Wheeling 27	284	97	102	85
Wheeling 28	228	85	70	73
Wheeling 29	107	36	42	29
Wheeling 30	199	71	80	48
Wheeling 31	129	46	48	35
Wheeling 32	112	45	44	23
Wheeling 33	162	33	89	40
Wheeling 34	197	71	66	60
Wheeling 35	164	46	52	66
Wheeling 36	259	80	99	80
Wheeling 37	332	68	152	112
Wheeling 38	276	91	93	92
Wheeling 39	221	81	65	75
Wheeling 40	165	58	63	44
Wheeling 41	255	81	80	94
Wheeling 42	234	65	87	82
Wheeling 43	169	51	62	56
Wheeling 44	199	74	69	56
Wheeling 45	157	58	44	55
Wheeling 46	268	91	103	74
Wheeling 47	166	52	61	53
Wheeling 48	151	52	57	42
Wheeling 49	279	62	133	84
Wheeling 50	194	52	89	53
Wheeling 51	223	80	93	50
Wheeling 52	155	74	40	41
Wheeling 53	157	48	63	46
Wheeling 54	164	45	68	51
Wheeling 55	202	80	69	53
Wheeling 56	178	51	79	48
Wheeling 57	174	65	56	53
Wheeling 58	153	57	47	49
Wheeling 59	195	56	81	58
Wheeling 60	174	80	48	46
Wheeling 61	177	40	68	69
Wheeling 62	230	82	75	73
Wheeling 63	168	57	65	46
Wheeling 64	274	102	92	80
Wheeling 65	232	85	80	67
Wheeling 66	250	93	97	60
Wheeling 67	124	62	26	36
Wheeling 68	74	24	30	20
Wheeling 69	168	49	65	54
Wheeling 70	317	137	95	85
Wheeling 71	254	89	86	79
Wheeling 72	199	45	91	63
Wheeling 73	178	67	65	46
Wheeling 74	150	32	80	38
Wheeling 75	188	64	66	58
Wheeling 76	291	94	116	81
Wheeling 77	96	23	49	24
Wheeling 78	285	100	89	96
Wheeling 79	192	54	71	67
Wheeling 80	218	46	94	78
Wheeling 81	147	63	49	35
Wheeling 82	218	70	80	68
Wheeling 83	248	83	70	95
Wheeling 84	310	79	134	97
Wheeling 85	154	53	64	37
Wheeling 86	185	62	51	72
Wheeling 87	165	71	56	38
Wheeling 88	194	49	90	55
Wheeling 89	151	60	49	42
Wheeling 90	181	73	62	46
Wheeling 91	236	91	81	64
Wheeling 92	255	108	68	79
Worth 1	141	34	70	37
Worth 2	268	89	99	80
Worth 3	246	76	64	106
Worth 4	374	85	180	109
Worth 5	258	88	102	68
Worth 6	205	60	78	67
Worth 7	143	59	43	41
Worth 8	349	51	202	96
Worth 9	312	83	132	97
Worth 10	327	66	154	107
Worth 11	257	92	91	74
Worth 12	167	43	77	47
Worth 13	300	79	125	96
Worth 14	319	56	167	96
Worth 15	376	94	164	118
Worth 16	316	103	123	90
Worth 17	349	73	179	97
Worth 18	116	44	28	44
Worth 19	319	72	141	106
Worth 20	195	45	91	59
Worth 21	341	83	153	105
Worth 22	197	58	76	63
Worth 23	205	75	73	57
Worth 24	190	39	101	50
Worth 25	273	100	97	76
Worth 26	169	49	77	43
Worth 27	186	64	58	64
Worth 28	188	41	100	47
Worth 29	283	39	158	86
Worth 30	250	72	87	91
Worth 31	399	106	183	110
Worth 32	170	50	60	60
Worth 33	206	49	95	62
Worth 34	292	48	163	81
Worth 35	250	75	91	84
Worth 36	307	109	114	84
Worth 37	270	38	155	77
Worth 38	352	75	180	97
Worth 39	266	94	84	88
Worth 40	292	57	146	89
Worth 41	140	48	48	44
Worth 42	201	47	82	72
Worth 43	298	10	235	53
Worth 44	141	38	63	40
Worth 45	201	65	68	68
Worth 46	278	95	90	93
Worth 47	125	30	56	39
Worth 48	162	46	55	61
Worth 49	150	41	52	57
Worth 50	202	57	77	68
Worth 51	156	52	53	51
Worth 52	132	49	45	38
Worth 53	272	78	101	93
Worth 54	309	71	128	110
Worth 55	175	38	78	59
Worth 56	206	68	69	69
Worth 57	291	94	104	93
Worth 58	272	70	129	73
Worth 59	509	69	286	154
Worth 60	134	52	44	38
Worth 61	185	54	66	65
Worth 62	138	51	55	32
Worth 63	277	56	136	85
Worth 64	234	79	70	85
Worth 65	272	95	80	97
Worth 66	161	46	62	53
Worth 67	108	30	47	31
Worth 68	265	47	137	81
Worth 69	382	89	187	106
Worth 70	308	114	106	88
Worth 71	164	51	66	47
Worth 72	298	83	128	87
Worth 73	168	39	72	57
Worth 74	123	33	53	37
Worth 75	306	85	129	92
Worth 76	146	39	65	42
Worth 77	248	87	99	62
Worth 78	313	90	126	97
Worth 79	111	40	32	39
Worth 80	398	73	219	106
Worth 81	133	38	52	43
Worth 82	229	67	81	81
Worth 83	138	23	67	48
Worth 84	250	83	73	94
Worth 85	228	70	93	65
Worth 86	226	51	77	98
Worth 87	213	72	80	61
Worth 88	158	50	58	50
Worth 89	212	79	57	76
Worth 90	293	82	134	77
Worth 91	135	43	49	43
Worth 92	254	76	104	74
Worth 93	159	36	70	53
Worth 94	262	79	89	94
Worth 95	150	61	35	54
Worth 96	379	78	183	118
Worth 97	278	36	162	80
Worth 98	306	83	137	86
Worth 99	103	30	37	36
Worth 100	261	91	95	75
