Precinct	total_votes	votes|Richard J. Durbin	votes|Mark C. Curran Jr.	votes|Willie L. Wilson	votes|David F. Black	votes|Danny Malouf
Lyons 67	770	498	213	35	18	6
Lyons 68	578	367	160	31	11	9
Lyons 69	1015	512	457	28	7	11
Lyons 70	467	372	19	69	5	2
Lyons 71	360	219	102	27	4	8
Lyons 72	976	554	371	35	9	7
Lyons 73	698	426	240	24	4	4
Lyons 74	401	198	154	28	14	7
Lyons 75	528	292	193	26	8	9
Lyons 76	571	295	225	42	6	3
Lyons 77	617	291	270	36	10	10
Lyons 78	505	214	253	23	8	7
Maine 1	624	386	197	26	4	11
Maine 2	651	405	223	11	5	7
Maine 3	311	194	91	16	4	6
Maine 4	744	455	250	24	4	11
Maine 5	1053	632	363	34	15	9
Maine 6	1009	597	357	32	11	12
Maine 7	529	300	207	15	3	4
Maine 8	838	456	333	32	4	13
Maine 9	1219	769	392	32	11	15
Maine 10	520	334	153	21	3	9
Maine 11	531	310	201	15	4	1
Maine 12	491	294	165	20	6	6
Maine 13	789	453	284	33	10	9
Maine 14	888	530	292	38	13	15
Maine 15	434	265	154	12	2	1
Maine 16	538	315	175	28	8	12
Maine 17	753	443	267	24	9	10
Maine 18	621	375	212	18	6	10
Maine 19	511	293	183	21	7	7
Maine 20	469	273	173	11	4	8
Maine 21	921	529	354	24	5	9
Maine 22	901	504	344	31	7	15
Maine 23	704	401	257	21	11	14
Maine 24	1028	565	407	41	6	9
Maine 25	814	472	309	21	6	6
Maine 26	740	470	227	29	9	5
Maine 27	495	288	177	22	4	4
Maine 28	416	295	105	7	1	8
Maine 29	1148	557	519	44	9	19
Maine 30	1706	928	697	59	10	12
Maine 31	785	435	314	14	8	14
Maine 32	492	235	229	20	2	6
Maine 33	642	441	178	9	6	8
Maine 34	905	579	280	31	6	9
Maine 35	835	552	220	42	8	13
Maine 36	708	346	332	22	4	4
Maine 37	788	347	400	31	5	5
Maine 38	588	321	238	17	6	6
Maine 39	780	391	335	33	8	13
Maine 40	801	468	310	16	2	5
Maine 41	584	323	225	27	1	8
Maine 42	1038	591	392	36	9	10
Maine 43	624	287	303	26	2	6
Maine 44	537	318	199	13	2	5
Maine 45	357	248	101	4	3	1
Maine 46	888	451	386	40	5	6
Maine 47	781	475	257	30	4	15
Maine 48	824	492	278	41	7	6
Maine 49	712	428	241	22	12	9
Maine 50	703	358	305	24	8	8
Maine 51	891	508	355	15	8	5
Maine 52	639	426	188	14	3	8
Maine 53	678	421	206	25	16	10
Maine 54	728	408	277	30	7	6
Maine 55	681	328	305	37	7	4
Maine 56	990	593	348	29	10	10
Maine 57	584	331	238	8	3	4
Maine 58	917	429	446	30	4	8
Maine 59	760	367	348	29	4	12
Maine 60	1342	676	600	38	10	18
Maine 61	460	267	174	8	1	10
Maine 62	439	234	189	13	1	2
Maine 63	572	349	201	15	3	4
Maine 64	604	295	276	24	4	5
Maine 65	532	276	233	17	1	5
Maine 66	369	189	159	14	3	4
Maine 67	1062	481	524	35	7	15
Maine 68	515	303	178	15	9	10
Maine 69	816	414	367	23	2	10
Maine 70	884	538	307	23	10	6
Maine 71	405	245	141	10	4	5
Maine 72	642	308	291	28	9	6
Maine 73	310	149	146	12	1	2
Maine 74	662	394	233	29	0	6
Maine 75	643	334	277	23	4	5
Maine 76	450	264	165	10	4	7
Maine 77	1159	666	436	35	13	9
Maine 78	714	458	227	17	4	8
Maine 79	686	484	169	14	11	8
Maine 80	635	334	258	30	5	8
Maine 81	572	311	247	9	2	3
Maine 82	704	394	269	29	4	8
Maine 83	545	266	261	14	0	4
Maine 84	481	252	208	8	7	6
Maine 85	421	229	168	21	1	2
Maine 86	569	375	161	21	5	7
Maine 87	461	256	179	19	6	1
Maine 88	462	191	258	3	4	6
Maine 89	536	306	212	9	5	4
Maine 90	502	239	242	11	4	6
Maine 91	1092	601	432	39	9	11
Maine 92	638	321	282	17	7	11
New Trier 1	1292	938	328	14	7	5
New Trier 2	1311	995	289	9	7	11
New Trier 3	809	607	177	15	6	4
New Trier 4	1052	747	279	17	5	4
New Trier 5	683	496	168	6	7	6
New Trier 6	590	422	155	6	3	4
New Trier 7	857	566	271	10	3	7
New Trier 8	729	401	311	6	4	7
New Trier 9	942	548	371	15	4	4
New Trier 10	829	472	337	6	6	8
New Trier 11	1151	636	485	17	4	9
New Trier 12	1003	569	401	14	8	11
New Trier 13	1241	807	397	14	10	13
New Trier 14	1010	568	406	16	6	14
New Trier 15	1176	720	409	29	11	7
New Trier 16	1172	654	486	10	10	12
New Trier 17	806	597	182	11	10	6
New Trier 18	633	387	221	17	3	5
New Trier 19	640	265	358	11	3	3
New Trier 20	1229	746	442	29	6	6
New Trier 21	908	656	214	18	10	10
New Trier 22	836	441	360	19	5	11
New Trier 23	890	409	440	25	6	10
New Trier 24	1071	779	252	19	11	10
New Trier 25	754	458	275	14	5	2
New Trier 26	626	442	166	10	3	5
New Trier 27	846	630	192	10	5	9
New Trier 28	727	470	240	10	1	6
New Trier 29	793	514	264	9	2	4
New Trier 30	1002	621	354	17	2	8
New Trier 31	852	595	218	23	9	7
New Trier 32	794	562	212	11	3	6
New Trier 33	962	721	215	7	8	11
New Trier 34	720	492	200	18	7	3
New Trier 35	479	304	159	7	2	7
New Trier 36	1133	803	293	17	7	13
New Trier 37	847	607	209	15	5	11
New Trier 38	881	642	215	17	5	2
New Trier 39	600	387	190	14	3	6
New Trier 40	507	288	213	5	0	1
New Trier 41	722	371	325	16	3	7
Niles 1	874	438	353	73	6	4
Niles 2	988	591	336	37	15	9
Niles 3	1292	734	519	23	9	7
Niles 4	756	419	288	35	9	5
Niles 5	543	266	260	8	6	3
Niles 6	782	382	334	54	6	6
Niles 7	1271	889	329	30	13	10
Niles 8	377	273	94	4	2	4
Niles 9	552	296	224	28	3	1
Niles 10	922	582	274	46	10	10
Niles 11	438	277	143	10	4	4
Niles 12	623	456	148	8	7	4
Niles 13	976	509	423	30	5	9
Niles 14	987	740	224	8	10	5
Niles 15	942	614	262	40	13	13
Niles 16	1165	804	318	28	7	8
Niles 17	969	718	222	15	9	5
Niles 18	510	382	99	17	7	5
Niles 19	847	531	295	9	4	8
Niles 20	741	497	216	11	8	9
Niles 21	1129	883	199	22	17	8
Niles 22	793	527	226	21	9	10
Niles 23	849	610	216	14	5	4
Niles 24	998	667	263	42	15	11
Niles 25	492	329	131	19	4	9
Niles 26	1005	595	363	25	11	11
Niles 27	789	576	167	30	10	6
Niles 28	841	621	197	13	4	6
Niles 29	625	446	164	13	1	1
Niles 30	764	465	269	14	7	9
Niles 31	833	589	206	18	14	6
Niles 32	382	272	89	9	7	5
Niles 33	1034	769	216	32	11	6
Niles 34	853	553	260	23	10	7
Niles 35	931	628	249	35	11	8
Niles 36	538	413	103	14	5	3
Niles 37	833	590	206	16	7	14
Niles 38	1442	915	455	45	14	13
Niles 39	953	652	262	20	12	7
Niles 40	473	250	194	19	5	5
Niles 41	952	655	250	29	9	9
Niles 42	840	588	212	25	8	7
Niles 43	1107	607	436	43	11	10
Niles 44	953	710	223	12	5	3
Niles 45	609	455	137	6	7	4
Niles 46	992	632	328	21	7	4
Niles 47	474	330	124	10	7	3
Niles 48	819	553	227	15	11	13
Niles 49	947	798	127	15	3	4
Niles 50	984	601	318	44	9	12
Niles 51	528	320	186	16	2	4
Niles 52	680	439	209	21	5	6
Niles 53	1209	826	330	36	7	10
Niles 54	529	342	153	18	6	10
Niles 55	526	406	100	11	3	6
Niles 56	1092	657	379	38	11	7
Niles 57	1009	632	331	28	9	9
Niles 58	975	663	266	20	13	13
Niles 59	1250	800	386	38	14	12
Niles 60	1122	769	314	24	5	10
Niles 61	1165	793	315	38	8	11
Niles 62	538	379	139	9	7	4
Niles 63	989	721	219	26	12	11
Niles 64	1066	751	285	21	5	4
Northfield 1	1105	634	438	15	9	9
Northfield 2	800	518	272	5	2	3
Northfield 3	657	418	224	6	2	7
Northfield 4	813	451	325	21	9	7
Northfield 5	605	316	258	20	5	6
Northfield 6	907	427	453	14	4	9
Northfield 7	1112	680	405	15	5	7
Northfield 8	896	496	375	10	7	8
Northfield 9	611	339	247	10	4	11
Northfield 10	783	485	273	11	6	8
Northfield 11	508	317	179	5	3	4
Northfield 12	1368	770	555	29	8	6
Northfield 13	728	398	304	18	6	2
Northfield 14	726	482	236	4	2	2
Northfield 15	627	434	179	6	4	4
Northfield 16	947	616	320	4	3	4
Northfield 17	721	483	227	5	3	3
Northfield 18	1112	740	348	14	3	7
Northfield 19	915	552	335	16	6	6
Northfield 20	867	548	303	10	2	4
Northfield 21	1245	734	464	24	6	17
Northfield 22	883	603	270	5	2	3
Northfield 23	655	302	332	11	5	5
Northfield 24	785	473	281	19	5	7
Northfield 25	729	437	266	18	3	5
Northfield 26	689	474	200	8	2	5
Northfield 27	875	556	286	16	9	8
Northfield 28	1434	922	470	20	11	11
Northfield 29	703	433	254	6	1	9
Northfield 30	878	546	305	17	3	7
Northfield 31	1078	545	500	18	6	9
Northfield 32	1117	701	386	11	8	11
Northfield 33	591	314	249	14	9	5
Northfield 34	612	348	252	7	4	1
Northfield 35	912	458	422	21	4	7
Northfield 36	607	376	210	10	6	5
Northfield 37	952	525	390	27	6	4
Northfield 38	690	409	259	15	3	4
Northfield 39	495	276	194	9	8	8
Northfield 40	605	341	242	15	4	3
Northfield 41	745	477	245	13	5	5
Northfield 42	740	410	307	18	1	4
Northfield 43	883	609	259	9	4	2
Northfield 44	631	397	208	16	2	8
Northfield 45	1068	656	387	13	2	10
Northfield 46	1136	701	387	28	8	12
Northfield 47	1031	707	304	9	3	8
Northfield 48	817	460	333	13	3	8
Northfield 49	665	449	186	11	9	10
Northfield 50	1024	608	386	17	5	8
Northfield 51	2201	1277	870	25	10	19
Northfield 52	750	463	269	8	2	8
Northfield 53	829	549	263	8	3	6
Northfield 54	648	477	165	2	0	4
Northfield 55	716	564	135	10	2	5
Northfield 56	1068	606	420	25	5	12
Northfield 57	613	359	239	8	4	3
Northfield 58	466	243	211	4	3	5
Northfield 59	754	454	276	18	2	4
Northfield 60	991	703	275	6	4	3
Northfield 61	625	343	273	6	0	3
Northfield 62	908	546	342	12	1	7
Norwood Park 1	793	429	316	37	7	4
Norwood Park 2	759	381	310	55	5	8
Norwood Park 3	852	479	322	35	6	10
Norwood Park 4	938	428	441	54	6	9
Norwood Park 5	672	306	303	48	3	12
Norwood Park 6	1130	505	531	74	16	4
Norwood Park 7	675	270	350	41	9	5
Norwood Park 8	554	221	298	27	1	7
Norwood Park 9	521	224	250	37	2	8
Norwood Park 10	556	223	284	39	1	9
Norwood Park 11	1045	568	395	61	7	14
Norwood Park 12	590	304	239	36	6	5
Norwood Park 13	653	249	349	49	2	4
Norwood Park 14	617	355	232	20	7	3
Norwood Park 15	652	321	289	31	6	5
Norwood Park 16	555	245	257	44	3	6
Norwood Park 17	775	383	345	34	5	8
Oak Park 1	643	549	34	49	4	7
Oak Park 2	1101	915	136	30	13	7
Oak Park 3	1138	959	104	38	23	14
Oak Park 4	967	763	144	36	15	9
Oak Park 5	1015	837	127	38	8	5
Oak Park 6	1115	913	82	81	23	16
Oak Park 7	654	552	75	17	7	3
Oak Park 8	829	736	48	33	8	4
Oak Park 9	541	470	39	12	8	12
Oak Park 10	858	741	68	32	12	5
Oak Park 11	770	629	69	58	6	8
Oak Park 12	486	391	58	23	6	8
Oak Park 13	842	702	51	66	17	6
Oak Park 14	955	779	142	17	11	6
Oak Park 15	1087	895	82	85	19	6
Oak Park 16	1237	1012	141	50	16	18
Oak Park 17	1256	1046	125	56	17	12
Oak Park 18	799	635	120	23	11	10
Oak Park 19	1012	815	129	44	11	13
Oak Park 20	1356	1098	179	46	14	19
Oak Park 21	656	557	48	37	13	1
Oak Park 22	729	599	84	33	11	2
Oak Park 23	928	776	100	32	12	8
Oak Park 24	656	541	84	13	10	8
Oak Park 25	867	704	90	46	20	7
Oak Park 26	761	667	46	33	11	4
Oak Park 27	275	233	25	11	3	3
Oak Park 28	1199	973	131	66	19	10
Oak Park 29	808	667	88	37	8	8
Oak Park 30	979	796	69	88	17	9
Oak Park 31	1334	1151	98	57	18	10
Oak Park 32	580	498	41	30	8	3
Oak Park 33	761	623	58	63	10	7
Oak Park 34	721	595	81	25	7	13
Oak Park 35	1123	934	128	31	19	11
Oak Park 36	1035	866	113	31	13	12
Oak Park 37	502	408	56	21	13	4
Orland 1	1141	602	456	55	13	15
Orland 2	905	393	459	35	9	9
Orland 3	479	273	171	20	2	13
Orland 4	555	255	254	31	10	5
Orland 5	565	255	266	26	9	9
Orland 6	477	247	203	19	4	4
Orland 7	494	258	204	22	4	6
Orland 8	671	323	300	31	11	6
Orland 9	910	482	381	26	8	13
Orland 10	800	393	349	37	9	12
Orland 11	533	259	250	18	4	2
Orland 12	389	160	195	20	7	7
Orland 13	1014	553	403	37	8	13
Orland 14	764	370	340	41	6	7
Orland 15	1064	426	587	34	6	11
Orland 16	778	317	414	34	4	9
Orland 17	537	301	188	36	5	7
Orland 18	1028	497	474	43	8	6
Orland 19	532	253	239	33	0	7
Orland 20	452	178	249	18	4	3
Orland 21	915	385	490	30	5	5
Orland 22	693	355	304	20	4	10
Orland 23	579	287	251	31	6	4
Orland 24	738	313	362	42	8	13
Orland 25	1128	546	510	54	6	12
Orland 26	635	321	268	28	6	12
Orland 27	533	292	213	20	3	5
Orland 28	547	230	292	14	3	8
Orland 29	1264	557	649	34	7	17
Orland 30	499	233	234	26	2	4
Orland 31	588	278	275	24	5	6
Orland 32	498	228	245	19	4	2
Orland 33	592	274	290	26	1	1
Orland 34	827	399	370	33	11	14
Orland 35	786	353	382	39	8	4
Orland 36	954	513	376	33	16	16
Orland 37	790	386	371	26	3	4
Orland 38	444	225	192	18	2	7
Orland 39	589	280	278	25	1	5
Orland 40	874	405	414	35	10	10
Orland 41	686	319	330	28	2	7
Orland 42	855	411	402	33	2	7
Orland 43	667	335	290	32	3	7
Orland 44	640	290	305	34	4	7
Orland 45	678	295	348	23	6	6
Orland 46	558	280	235	30	3	10
Orland 47	1090	490	552	42	2	4
Orland 48	705	343	320	27	8	7
Orland 49	545	246	271	25	2	1
Orland 50	627	311	274	24	7	11
Orland 51	975	431	501	29	8	6
Orland 52	717	325	339	41	2	10
Orland 53	607	288	276	28	8	7
Orland 54	1098	476	562	43	11	6
Orland 55	568	270	256	27	8	7
Orland 56	648	233	395	15	2	3
Orland 57	754	325	379	34	9	7
Orland 58	763	368	349	34	3	9
Orland 59	782	351	392	28	4	7
Orland 60	535	243	256	27	1	8
Orland 61	620	291	292	29	3	5
Orland 62	800	393	352	35	10	10
Orland 63	819	365	407	33	4	10
Orland 64	1071	404	610	41	5	11
Orland 65	722	312	371	30	6	3
Orland 66	675	350	299	14	6	6
Orland 67	472	240	199	24	5	4
Orland 68	607	280	296	22	5	4
Orland 69	453	286	122	37	2	6
Orland 70	1005	496	446	37	7	19
Orland 71	695	279	383	27	1	5
Orland 72	605	320	230	40	9	6
Orland 73	1014	566	390	35	7	16
Orland 74	471	223	220	21	4	3
Orland 75	926	346	546	20	5	9
Palatine 1	587	334	218	17	5	13
Palatine 2	1042	595	402	33	7	5
Palatine 3	633	238	363	14	5	13
Palatine 4	566	394	142	8	14	8
Palatine 5	1014	563	394	24	10	23
Palatine 6	895	529	325	23	5	13
Palatine 7	821	471	307	20	13	10
Palatine 8	877	535	303	20	6	13
Palatine 9	758	388	343	17	3	7
Palatine 10	997	429	539	13	4	12
Palatine 11	706	411	260	10	12	13
Palatine 12	756	319	416	10	6	5
Palatine 13	758	419	290	15	14	20
Palatine 14	770	453	287	15	4	11
Palatine 15	912	518	352	25	2	15
Palatine 16	699	439	207	24	13	16
Palatine 17	758	428	290	21	5	14
Palatine 18	558	336	194	18	5	5
Palatine 19	816	414	380	19	2	1
Palatine 20	752	502	208	15	11	16
Palatine 21	978	535	394	21	7	21
Palatine 22	734	429	261	17	9	18
Palatine 23	568	232	328	5	1	2
Palatine 24	1063	591	426	22	9	15
Palatine 25	642	371	247	13	2	9
Palatine 26	964	563	354	20	5	22
Palatine 27	610	360	223	15	4	8
Palatine 28	545	289	228	16	4	8
Palatine 29	1003	590	378	13	5	17
Palatine 30	640	386	221	19	5	9
Palatine 31	561	318	227	12	2	2
Palatine 32	745	419	300	16	4	6
Palatine 33	493	312	153	11	7	10
Palatine 34	971	483	448	28	3	9
Palatine 35	683	399	253	19	4	8
Palatine 36	731	459	248	11	6	7
Palatine 37	920	557	334	12	8	9
Palatine 38	766	386	363	12	2	3
Palatine 39	1133	619	449	35	16	14
Palatine 40	1242	667	530	20	7	18
Palatine 41	1098	643	410	22	12	11
Palatine 42	999	577	373	27	9	13
Palatine 43	765	402	340	12	2	9
Palatine 44	1021	399	580	24	5	13
Palatine 45	606	326	265	10	2	3
Palatine 46	909	539	338	17	7	8
Palatine 47	855	455	353	33	4	10
Palatine 48	618	336	262	13	1	6
Palatine 49	599	258	313	16	4	8
Palatine 50	1170	621	507	17	10	15
Palatine 51	464	246	186	19	4	9
Palatine 52	805	403	371	21	5	5
Palatine 53	651	364	254	16	3	14
Palatine 54	959	565	359	12	16	7
Palatine 55	560	292	250	9	4	5
Palatine 56	952	555	356	25	6	10
Palatine 57	1044	635	363	25	8	13
Palatine 58	763	438	292	14	9	10
Palatine 59	1113	682	375	29	13	14
Palatine 60	807	561	208	16	8	14
Palatine 61	518	327	163	20	3	5
Palatine 62	763	507	211	23	3	19
Palatine 63	837	465	333	15	9	15
Palatine 64	842	484	302	24	12	20
Palatine 65	669	383	262	13	1	10
Palatine 66	989	640	299	31	7	12
Palatine 67	689	266	402	11	4	6
Palatine 68	653	357	280	11	2	3
Palatine 69	764	456	269	10	7	22
Palos 1	467	184	262	14	3	4
Palos 2	551	222	292	30	3	4
Palos 3	602	268	291	27	7	9
Palos 4	563	282	247	25	2	7
Palos 5	535	251	251	20	3	10
Palos 6	409	209	159	33	5	3
Palos 7	814	418	347	30	12	7
Palos 8	348	139	175	17	5	12
Palos 9	581	211	340	21	4	5
Palos 10	883	345	485	41	6	6
Palos 11	759	302	407	40	3	7
Palos 12	720	370	290	42	8	10
Palos 13	766	310	413	31	3	9
Palos 14	468	230	198	31	5	4
Palos 15	648	275	331	29	6	7
Palos 16	969	413	511	38	4	3
Palos 17	946	437	442	43	12	12
Palos 18	803	402	350	34	10	7
Palos 19	901	444	383	51	9	14
Palos 20	866	411	401	38	9	7
Palos 21	568	285	244	23	11	5
Palos 22	113	58	50	1	2	2
Palos 23	557	297	227	19	7	7
Palos 24	490	184	283	19	1	3
Palos 25	559	452	69	14	14	10
Palos 26	491	214	247	16	6	8
Palos 27	787	418	301	46	10	12
Palos 28	600	423	107	53	11	6
Palos 29	762	333	382	28	10	9
Palos 30	798	395	353	37	5	8
Palos 31	835	373	398	43	8	13
Palos 32	367	178	165	18	3	3
Palos 33	788	331	420	33	2	2
Palos 34	494	229	232	22	6	5
Palos 35	981	431	480	50	7	13
Palos 36	861	407	381	51	9	13
Palos 37	873	372	470	25	0	6
Palos 38	764	332	385	29	5	13
Palos 39	922	426	459	28	3	6
Proviso 1	566	443	64	43	8	8
Proviso 2	568	448	62	49	7	2
Proviso 3	761	554	120	76	3	8
Proviso 4	661	526	19	109	6	1
Proviso 5	616	477	12	117	3	7
Proviso 6	560	323	194	33	5	5
Proviso 7	98	64	23	9	2	0
Proviso 8	473	348	56	54	4	11
Proviso 9	581	489	19	66	4	3
Proviso 10	569	435	61	48	12	13
Proviso 11	595	439	102	35	8	11
Proviso 12	747	501	182	53	5	6
Proviso 13	763	513	188	38	12	12
Proviso 14	483	326	116	30	7	4
Proviso 15	613	485	66	46	5	11
Proviso 16	687	502	113	59	9	4
Proviso 17	436	350	20	62	2	2
Proviso 18	859	678	34	132	10	5
Proviso 19	646	516	21	95	8	6
Proviso 20	515	426	10	69	6	4
Proviso 21	571	366	171	25	7	2
Proviso 22	503	396	15	86	3	3
Proviso 23	286	182	95	8	1	0
Proviso 24	1008	636	330	28	6	8
Proviso 25	875	546	268	44	8	9
Proviso 26	904	621	238	31	7	7
Proviso 27	824	525	236	33	12	18
Proviso 28	884	527	288	58	2	9
Proviso 29	964	636	259	42	17	10
Proviso 30	724	548	83	76	8	9
Proviso 31	392	317	12	58	4	1
Proviso 32	879	556	248	48	15	12
Proviso 33	718	586	16	110	5	1
Proviso 34	1023	829	46	137	8	3
Proviso 35	924	486	355	75	4	4
Proviso 36	641	517	17	102	5	0
Proviso 37	424	324	11	84	4	1
Proviso 38	614	484	34	91	4	1
Proviso 39	817	609	105	91	4	8
Proviso 40	593	514	17	56	3	3
Proviso 41	509	404	15	87	3	0
Proviso 42	400	316	5	76	2	1
Proviso 43	406	320	13	62	8	3
Proviso 44	460	364	16	72	5	3
Proviso 45	564	468	10	76	6	4
Proviso 46	219	120	82	14	1	2
Proviso 47	376	297	14	59	4	2
Proviso 48	784	622	46	101	8	7
Proviso 49	486	376	54	48	3	5
Proviso 50	1114	769	205	123	7	10
Proviso 51	813	530	218	49	11	5
Proviso 52	472	371	22	72	6	1
Proviso 53	647	526	12	102	3	4
Proviso 54	1196	750	355	57	21	13
Proviso 55	706	435	236	20	8	7
Proviso 56	468	384	13	64	5	2
Proviso 57	679	436	180	43	13	7
Proviso 58	430	324	17	82	4	3
Proviso 59	593	417	104	62	6	4
Proviso 60	463	348	59	44	8	4
Proviso 61	738	597	76	48	5	12
Proviso 62	846	652	117	56	14	7
Proviso 63	895	562	264	52	8	9
Proviso 64	638	511	29	86	7	5
Proviso 65	565	437	47	63	10	8
Proviso 66	940	720	140	52	11	17
Proviso 67	1017	771	137	74	20	15
Proviso 68	479	344	93	28	6	8
Proviso 69	488	397	17	62	7	5
Proviso 70	608	356	213	36	2	1
Proviso 71	1231	900	211	98	10	12
Proviso 72	601	478	69	42	9	3
Proviso 73	688	530	110	36	6	6
Proviso 74	745	571	91	67	8	8
Proviso 75	808	548	209	31	13	7
Proviso 76	865	641	124	77	13	10
Proviso 77	493	299	158	28	4	4
Proviso 78	284	191	71	15	4	3
Proviso 79	506	413	29	61	0	3
Proviso 80	500	374	81	29	8	8
Proviso 81	582	404	98	70	4	6
Proviso 82	916	740	26	139	6	5
Proviso 83	797	619	27	138	7	6
Proviso 84	596	302	253	36	1	4
Proviso 85	884	556	263	54	4	7
Proviso 86	580	457	12	100	9	2
Proviso 87	735	453	219	55	2	6
Proviso 88	361	293	38	21	4	5
Proviso 89	547	340	162	24	11	10
Proviso 90	1176	812	280	54	19	11
Proviso 91	578	392	100	71	8	7
Proviso 92	1010	634	272	86	7	11
Proviso 93	540	375	114	40	5	6
Proviso 94	540	430	13	89	4	4
Proviso 95	520	362	114	29	9	6
Proviso 96	468	310	125	24	4	5
Proviso 97	1035	603	371	36	5	20
Proviso 98	703	408	230	57	3	5
Proviso 99	648	530	24	89	2	3
Proviso 100	922	478	363	61	7	13
Proviso 101	677	425	203	35	7	7
Proviso 102	925	594	256	59	9	7
Rich 1	2348	2039	56	239	9	5
Rich 2	680	579	30	61	8	2
Rich 3	955	750	112	85	5	3
Rich 4	600	482	28	87	2	1
Rich 5	861	708	65	83	3	2
Rich 6	913	764	38	104	5	2
Rich 7	674	455	156	54	5	4
Rich 8	1171	927	88	144	6	6
Rich 9	772	631	34	92	9	6
Rich 10	562	450	49	58	2	3
Rich 11	689	525	101	54	6	3
Rich 12	841	649	81	94	8	9
Rich 13	415	329	39	41	2	4
Rich 14	648	470	95	72	8	3
Rich 15	1114	913	19	173	4	5
Rich 16	560	403	80	70	5	2
Rich 17	632	466	95	61	5	5
Rich 18	795	637	40	112	3	3
Rich 19	481	274	169	34	1	3
Rich 20	1186	667	453	52	7	7
Rich 21	866	663	69	123	4	7
Rich 22	720	547	80	76	8	9
Rich 23	1030	842	41	137	6	4
Rich 24	770	590	63	100	9	8
Rich 25	1058	837	73	132	11	5
Rich 26	853	650	84	100	8	11
Rich 27	828	673	49	95	7	4
Rich 28	560	473	9	72	3	3
Rich 29	773	536	158	63	10	6
Rich 30	925	781	25	105	8	6
Rich 31	632	446	129	42	5	10
Rich 32	932	769	54	97	9	3
Rich 33	611	435	126	35	6	9
Rich 34	651	539	26	83	2	1
Rich 35	543	434	52	55	2	0
Rich 36	1789	1460	85	226	11	7
Rich 37	545	484	10	47	0	4
Rich 38	700	591	39	67	0	3
Rich 39	776	643	63	62	3	5
Rich 40	665	539	29	89	1	7
Rich 41	476	396	34	42	3	1
Rich 42	664	562	16	77	5	4
Rich 43	781	654	22	101	2	2
Rich 44	554	466	13	72	2	1
Rich 45	917	743	81	86	4	3
Rich 46	989	837	17	128	5	2
Rich 47	1100	891	57	143	5	4
Rich 48	706	594	10	96	3	3
Rich 49	747	556	89	86	7	9
Rich 50	443	228	177	25	4	9
Rich 51	651	536	31	82	1	1
River Forest 1	1185	735	376	52	11	11
River Forest 2	737	442	254	30	5	6
River Forest 3	795	580	167	36	5	7
River Forest 4	922	671	209	27	6	9
River Forest 5	638	461	146	24	2	5
River Forest 6	587	388	165	27	5	2
River Forest 7	836	600	186	33	6	11
River Forest 8	1077	795	219	40	12	11
Riverside 1	906	536	303	49	8	10
Riverside 2	75	42	27	5	0	1
Riverside 3	516	346	136	20	8	6
Riverside 4	1027	657	311	43	6	10
Riverside 5	534	345	138	31	13	7
Riverside 6	682	409	208	40	13	12
Riverside 7	592	362	184	36	5	5
Riverside 8	942	607	274	39	14	8
Riverside 9	658	410	201	33	9	5
Riverside 10	917	579	287	29	9	13
Riverside 11	989	611	310	37	16	15
Riverside 12	559	340	172	30	6	11
Riverside 13	933	562	294	50	12	15
Schaumburg 1	1304	867	391	24	13	9
Schaumburg 2	1206	785	331	41	20	29
Schaumburg 3	774	445	283	24	8	14
Schaumburg 4	478	341	117	12	4	4
Schaumburg 5	410	255	146	6	1	2
Schaumburg 6	691	405	242	18	10	16
Schaumburg 7	572	371	167	14	8	12
Schaumburg 8	616	364	218	24	4	6
Schaumburg 9	688	461	192	17	8	10
Schaumburg 10	504	297	176	16	6	9
Schaumburg 11	728	371	318	21	9	9
Schaumburg 12	799	505	267	13	7	7
Schaumburg 13	574	328	221	15	3	7
Schaumburg 14	819	436	338	26	6	13
Schaumburg 15	769	426	308	20	6	9
Schaumburg 16	939	540	347	22	14	16
Schaumburg 17	728	433	263	18	7	7
Schaumburg 18	676	443	192	19	12	10
Schaumburg 19	576	376	170	14	3	13
Schaumburg 20	580	326	235	12	3	4
Schaumburg 21	973	523	399	28	9	14
Schaumburg 22	859	591	214	19	10	25
Schaumburg 23	820	498	275	26	11	10
Schaumburg 24	893	487	359	20	12	15
Schaumburg 25	730	448	258	10	8	6
Schaumburg 26	847	504	309	11	9	14
Schaumburg 27	720	488	201	21	7	3
Schaumburg 28	855	528	290	18	12	7
Schaumburg 29	862	498	325	13	10	16
Schaumburg 30	656	378	256	11	6	5
Schaumburg 31	996	624	317	33	5	17
Schaumburg 32	923	535	341	25	8	14
Schaumburg 33	614	318	264	16	6	10
Schaumburg 34	854	589	205	32	17	11
Schaumburg 35	540	337	169	14	7	13
Schaumburg 36	539	313	204	6	6	10
Schaumburg 37	506	300	188	10	2	6
Schaumburg 38	708	438	233	22	6	9
Schaumburg 39	1044	606	403	19	6	10
Schaumburg 40	681	385	273	13	2	8
Schaumburg 41	676	375	279	14	5	3
Schaumburg 42	949	598	292	30	8	21
Schaumburg 43	653	443	153	33	13	11
Schaumburg 44	946	671	205	42	12	16
Schaumburg 45	870	534	282	29	9	16
Schaumburg 46	545	320	197	14	5	9
Schaumburg 47	720	381	313	14	8	4
Schaumburg 48	673	389	254	11	7	12
Schaumburg 49	577	337	217	9	7	7
Schaumburg 50	529	271	248	6	1	3
Schaumburg 51	579	379	158	24	11	7
Schaumburg 52	1060	576	440	26	6	12
